iata	size	name	country_code	city	lat	lon	pop	heuristic
KLO	medium_airport	Kalibo International Airport	PH	Kalibo	11.679400444	122.375999451	56845	0
KLU	medium_airport	Klagenfurt Airport	AT	Klagenfurt am Wörthersee	46.6425018311	14.3376998901	90610	0
KLV	medium_airport	Karlovy Vary International Airport	CZ	Karlovy Vary	50.202999115	12.9149999619	51807	0
KLX	medium_airport	Kalamata Airport	GR	Kalamata	37.0682983398	22.0254993439	51108	0
KMA	medium_airport	Kerema Airport	PG	Kerema	-7.9636101723	145.770996094	5646	0
KMG	large_airport	Kunming Wujiaba International Airport	CN	Kunming	24.9923992157	102.7440032959	1023674	0
KMH	medium_airport	Johan Pienaar Airport	ZA	Kuruman	-27.4566993713	23.4113998413	9093	0
KMJ	medium_airport	Kumamoto Airport	JP	Kumamoto	32.8372993469	130.8549957275	680423	0
KMQ	medium_airport	Komatsu Airport	JP	Kanazawa	36.3945999146	136.4069976807	458937	0
KMS	medium_airport	Kumasi Airport	GH	Kumasi	6.7145600319	-1.5908199549	1468609	0
KND	medium_airport	Kindu Airport	CD	Kindu	-2.9191799164	25.9153995514	135698	0
KNO	large_airport	Medan/Kuala Namu International Airport	ID	Medan	3.642222	98.885278	1750971	0
KNQ	medium_airport	Koné Airport	NC	Koné	-21.0543003082	164.8370056152	4572	0
KNX	medium_airport	Kununurra Airport	AU	Kununurra	-15.7781000137	128.707992554	5679	0
KOA	medium_airport	Kona International At Keahole Airport	US	Kailua/Kona	19.7388000488	-156.046005249	38635	3
KOI	medium_airport	Kirkwall Airport	GB	Orkney Islands	58.9578018188	-2.9049999714	20100	0
KOJ	large_airport	Kagoshima Airport	JP	Kagoshima	31.8034000397	130.7189941406	555352	0
KOU	medium_airport	Koulamoutou Airport	GA	Koulamoutou	-1.1846100092	12.4413003922	16222	0
KOV	medium_airport	Kokshetau Airport	KZ	Kokshetau	53.3291015625	69.5945968628	124444	0
KQT	medium_airport	Qurghonteppa International Airport	TJ	Kurgan-Tyube	37.8664016724	68.8647003174	65000	0
KRK	large_airport	John Paul II International Airport Kraków-Balice Airport	PL	Kraków	50.0777015686	19.7847995758	755050	0
KRL	medium_airport	Korla Airport	CN	Korla	41.6977996826	86.1288986206	179465	0
KRO	medium_airport	Kurgan Airport	RU	Kurgan	55.4752998352	65.4156036377	343129	0
KRP	medium_airport	Karup Airport	DK	Karup	56.2975006104	9.1246299744	2176	0
KRR	medium_airport	Krasnodar International Airport	RU	Krasnodar	45.0346984863	39.170501709	649851	0
KRT	large_airport	Khartoum International Airport	SD	Khartoum	15.5895004272	32.5531997681	1974647	0
KRW	medium_airport	Turkmenbashi Airport	TM	Krasnovodsk	40.0633010864	53.0071983337	68292	0
KSC	medium_airport	Košice Airport	SK	Košice	48.6631011963	21.2411003113	236563	0
KSD	medium_airport	Karlstad Airport	SE	Karlstad	59.4446983337	13.3374004364	59266	0
KSF	medium_airport	Kassel-Calden Airport	DE	Kassel	51.4083328247	9.3774995804	194501	0
KSH	medium_airport	Shahid Ashrafi Esfahani Airport	IR	Kermanshah	34.3459014893	47.1581001282	621100	0
KSL	medium_airport	Kassala Airport	SD	Kassala	15.3874998093	36.3288002014	401477	0
KSN	medium_airport	Kostanay West Airport	KZ	Kostanay	53.2069015503	63.5503005981	210000	0
KSY	medium_airport	Kars Airport	TR	Kars	40.5621986389	43.1150016785	77486	0
KSZ	medium_airport	Kotlas Airport	RU	Kotlas	61.2358016968	46.6974983215	59180	0
KTA	medium_airport	Karratha Airport	AU	Karratha	-20.7122001648	116.773002625	11728	0
KTL	medium_airport	Kitale Airport	KE	Kitale	0.971988976	34.9585990906	75123	0
KTM	medium_airport	Tribhuvan International Airport	NP	Kathmandu	27.6965999603	85.3591003418	1442271	0
KTN	medium_airport	Ketchikan International Airport	US	Ketchikan	55.35559845	-131.7140045	8050	0
KTT	medium_airport	Kittila Airport	FI	Kittila	67.7009963989	24.8467998505	5713	0
KUA	medium_airport	Kuantan Airport	MY	Kuantan	3.7753899097	103.2089996338	366229	0
KUF	large_airport	Kurumoch International Airport	RU	Samara	53.504901886	50.1642990112	1134730	0
KUH	medium_airport	Kushiro Airport	JP	Kushiro	43.0410003662	144.192993164	183612	0
KUL	large_airport	Kuala Lumpur International Airport	MY	Kuala Lumpur	2.745579958	101.7099990845	1453975	0
KUT	medium_airport	Kopitnari Airport	GE	Kutaisi	42.176700592	42.4826011658	178338	0
KVA	medium_airport	Alexander the Great International Airport	GR	Kavala	40.9132995605	24.6191997528	59240	0
KVB	medium_airport	Skövde Airport	SE	Skövde	58.456401825	13.972700119	33119	0
KVD	medium_airport	Ganja Airport	AZ	Ganja	40.737701416	46.3176002502	313300	0
KVG	medium_airport	Kavieng Airport	PG	Kavieng	-2.5794000626	150.807998657	14490	0
KVX	medium_airport	Pobedilovo Airport	RU	Kirov	58.5032997131	49.3483009338	457383	2
KWE	large_airport	Longdongbao Airport	CN	Guiyang	26.5384998322	106.8010025024	1171633	0
KWG	medium_airport	Kryvyi Rih International Airport	UA	Kryvyi Rih	48.0433006287	33.2099990845	652380	0
KWI	large_airport	Kuwait International Airport	KW	Kuwait City	29.226600647	47.9688987732	60064	0
KWL	large_airport	Guilin Liangjiang International Airport	CN	Guilin	25.2180995941	110.0390014648	649352	0
KXE	medium_airport	P C Pelser Airport	ZA	Klerksdorp	-26.871099472	26.718000412	178921	0
KXK	medium_airport	Komsomolsk-on-Amur Airport	RU	Komsomolsk-on-Amur	50.4090003967	136.9340057373	275908	0
KYA	medium_airport	Konya Airport	TR	Konya	37.9790000916	32.5619010925	875530	0
KYE	medium_airport	Rene Mouawad Air Base	LB	Tripoli	34.5892982483	36.0112991333	229398	0
KYZ	medium_airport	Kyzyl Airport	RU	Kyzyl	51.6693992615	94.4005966187	108240	0
KZN	medium_airport	Kazan International Airport	RU	Kazan	55.6062011719	49.2787017822	1104738	0
LAD	medium_airport	Quatro De Fevereiro Airport	AO	Luanda	-8.8583698273	13.2312002182	2776168	0
LAF	medium_airport	Purdue University Airport	US	Lafayette	40.4123001099	-86.9368972778	67140	0
LAI	medium_airport	Lannion-Côte de Granit Airport	FR	Lannion	48.7543983459	-3.4716598988	21473	0
LAJ	medium_airport	Lages Airport	BR	Lages	-27.7821006775	-50.28150177	164676	0
LAL	medium_airport	Lakeland Linder Regional Airport	US	Lakeland	27.988899231	-82.0186004639	97422	0
LAN	medium_airport	Capital City Airport	US	Lansing	42.7787017822	-84.5874023438	114297	0
LAO	medium_airport	Laoag International Airport	PH	Laoag City	18.1781005859	120.5319976807	102105	0
LAP	medium_airport	Manuel Márquez de León International Airport	MX	La Paz	24.0727005005	-110.361999512	171485	0
LAQ	medium_airport	La Abraq Airport	LY	Al Bayda'	32.7887001038	21.9643001556	74594	0
LAR	medium_airport	Laramie Regional Airport	US	Laramie	41.3120994568	-105.6750030518	30816	0
LAS	large_airport	McCarran International Airport	US	Las Vegas	36.08010101	-115.1520004	583756	0
LAU	medium_airport	Manda Airstrip	KE	Lamu	-2.2524199486	40.9131011963	24525	0
LAX	large_airport	Los Angeles International Airport	US	Los Angeles	33.94250107	-118.4079971	3792621	0
LBA	large_airport	Leeds Bradford Airport	GB	Leeds	53.8658981323	-1.6605700254	455123	0
LBB	large_airport	Lubbock Preston Smith International Airport	US	Lubbock	33.6636009216	-101.8229980469	229573	0
LBC	medium_airport	Lübeck Blankensee Airport	DE	Lübeck	53.8054008484	10.7192001343	212207	0
LBD	medium_airport	Khudzhand Airport	TJ	Khudzhand	40.2154006958	69.6947021484	144865	0
LBE	medium_airport	Arnold Palmer Regional Airport	US	Latrobe	40.27590179	-79.40480042	8338	0
LBF	medium_airport	North Platte Regional Airport Lee Bird Field	US	North Platte	41.12620163	-100.6839981	24733	0
LBI	medium_airport	Albi-Le Séquestre Airport	FR	Albi/Le Séquestre	43.913898468	2.1130599976	52409	3
LBL	medium_airport	Liberal Mid-America Regional Airport	US	Liberal	37.0442009	-100.9599991	20525	0
LBQ	medium_airport	Lambarene Airport	GA	Lambarene	-0.7043889761	10.2456998825	20714	0
LBU	medium_airport	Labuan Airport	MY	Labuan	5.3006801605	115.25	73653	0
LBV	medium_airport	Libreville Leon M'ba International Airport	GA	Libreville	0.4586000144	9.4122800827	578156	0
LBY	medium_airport	La Baule-Escoublac Airport	FR	La Baule-Escoublac	47.2893981934	-2.3463900089	17775	0
LCA	large_airport	Larnaca International Airport	CY	Larnaca	34.8750991821	33.6249008179	72000	0
LCE	medium_airport	Goloson International Airport	HN	La Ceiba	15.7425003052	-86.8529968262	130218	0
LCG	medium_airport	A Coruña Airport	ES	Culleredo	43.3021011353	-8.3772602081	28227	0
LCH	medium_airport	Lake Charles Regional Airport	US	Lake Charles	30.1261005402	-93.2232971191	71993	0
LCJ	medium_airport	Łódź Władysław Reymont Airport	PL	Łódź	51.7219009399	19.3980998993	768755	0
LCL	medium_airport	La Coloma Airport	CU	Pinar del Rio	22.3360996246	-83.6418991089	186990	0
LDB	medium_airport	Governador José Richa Airport	BR	Londrina	-23.3335990906	-51.1301002502	471832	0
LDE	medium_airport	Tarbes-Lourdes-Pyrénées Airport	FR	Tarbes/Lourdes/Pyrénées	43.1786994934	-0.0064389999	67892	3
LDK	medium_airport	Lidköping-Hovby Airport	SE	Lidköping	58.4654998779	13.1744003296	24586	0
LDS	medium_airport	Lindu Airport	CN	Yichun	47.7520555556	129.019125	155762	2
LDV	medium_airport	Landivisiau Air Base	FR	Landivisiau	48.5303001404	-4.1516399384	8747	0
LDY	medium_airport	City of Derry Airport	GB	Derry	55.0428009033	-7.1611099243	83652	0
LEB	medium_airport	Lebanon Municipal Airport	US	Lebanon	43.6260986328	-72.3041992188	13151	0
LED	large_airport	Pulkovo Airport	RU	St Petersburg	59.8003005981	30.2625007629	5028000	0
LEH	medium_airport	Le Havre Octeville Airport	FR	Le Havre/Octeville	49.5339012146	0.0880559981	16951	3
LEI	medium_airport	Almería International Airport	ES	Almería	36.8438987732	-2.3701000214	188810	0
LEJ	large_airport	Leipzig Halle Airport	DE	Leipzig	51.4323997498	12.2416000366	504971	0
LEN	medium_airport	Leon Airport	ES	León	42.5890007019	-5.6555600166	134305	0
LET	medium_airport	Alfredo Vásquez Cobo International Airport	CO	Leticia	-4.19355	-69.9432	29666	0
LEX	large_airport	Blue Grass Airport	US	Lexington	38.0364990234	-84.6059036255	225366	0
LEY	medium_airport	Lelystad Airport	NL	Lelystad	52.4603004456	5.5272197723	70741	0
LFK	medium_airport	Angelina County Airport	US	Lufkin	31.2339992523	-94.75	35067	0
LFT	large_airport	Lafayette Regional Airport	US	Lafayette	30.20529938	-91.98760223	120623	0
LFW	medium_airport	Lomé-Tokoin Airport	TG	Lomé	6.1656098366	1.2545100451	749700	0
LGA	large_airport	La Guardia Airport	US	New York	40.77719879	-73.87259674	8175133	2
LGB	medium_airport	Long Beach /Daugherty Field/ Airport	US	Long Beach	33.81769943	-118.1520004	462257	0
LGG	large_airport	Liège Airport	BE	Liège	50.6374015808	5.4432201385	182597	0
LGK	medium_airport	Langkawi International Airport	MY	Langkawi	6.3297300339	99.7286987305	30212	0
LGP	medium_airport	Legazpi City International Airport	PH	Legazpi City	13.1575	123.735	179481	0
LHE	medium_airport	Alama Iqbal International Airport	PK	Lahore	31.5216007233	74.4036026001	6310888	0
LHK	medium_airport	Guangzhou MR Air Base	CN	Guanghua	32.3894004822	111.6949996948	253112	0
LHR	large_airport	London Heathrow Airport	GB	London	51.4706001282	-0.4619410038	7556900	0
LHS	medium_airport	Las Heras Airport	AR	Las Heras	-46.5382995605	-68.9653015137	9303	0
LHW	medium_airport	Lanzhou Zhongchuan Airport	CN	Lanzhou	36.5152015686	103.620002747	3200000	0
LIG	medium_airport	Limoges Airport	FR	Limoges/Bellegarde	45.8628005981	1.1794400215	5340	2
LIH	medium_airport	Lihue Airport	US	Lihue	21.9759998322	-159.3390045166	6455	0
LIL	medium_airport	Lille-Lesquin Airport	FR	Lille/Lesquin	50.5619010925	3.0894401073	6424	3
LIM	large_airport	Jorge Chávez International Airport	PE	Lima	-12.021900177	-77.1143035889	7737002	0
LIN	large_airport	Linate Airport	IT	Milan	45.445098877	9.2767400742	1236837	2
LIO	medium_airport	Limon International Airport	CR	Puerto Limon	9.9579601288	-83.0220031738	63081	0
LIP	medium_airport	Lins Airport	BR	Lins	-21.6639995575	-49.7304992676	69451	0
LIR	medium_airport	Daniel Oduber Quiros International Airport	CR	Liberia	10.5932998657	-85.5444030762	45380	0
LIS	large_airport	Lisbon Portela Airport	PT	Lisbon	38.7812995911	-9.1359195709	517802	0
LIT	large_airport	Adams Field	US	Little Rock	34.7294006348	-92.2242965698	193524	0
LIW	medium_airport	Loikaw Airport	MM	Loikaw	19.6914997101	97.2147979736	17293	0
LJG	medium_airport	Lijiang Airport	CN	Lijiang	26.6800003052	100.246002197	1137600	0
LJU	large_airport	Ljubljana Jože Pučnik Airport	SI	Ljubljana	46.2237014771	14.4575996399	272220	0
LKL	medium_airport	Banak Airport	NO	Lakselv	70.0688018799	24.9734992981	2168	0
LKO	medium_airport	Chaudhary Charan Singh International Airport	IN	Lucknow	26.7605991364	80.8892974854	2472011	0
LKZ	large_airport	RAF Lakenheath	GB	Lakenheath	52.4093017578	0.5609999895	8590	0
LLA	large_airport	Luleå Airport	SE	Luleå	65.543800354	22.1219997406	45551	0
LLW	medium_airport	Lilongwe International Airport	MW	Lilongwe	-13.7894001007	33.78099823	646750	0
LME	medium_airport	Le Mans-Arnage Airport	FR	Le Mans/Arnage	47.948600769	0.2016669959	5991	3
LMM	medium_airport	Valle del Fuerte International Airport	MX	Los Mochis	25.6851997375	-109.081001282	214601	0
LMN	medium_airport	Limbang Airport	MY	Limbang	4.8083000183	115.0100021362	26199	0
LMO	medium_airport	RAF Lossiemouth	GB	Lossiemouth	57.7052001953	-3.3391699791	6841	0
LMP	medium_airport	Lampedusa Airport	IT	Lampedusa	35.4978981018	12.6181001663	4065	0
LNS	medium_airport	Lancaster Airport	US	Lancaster	40.1217002869	-76.2960968018	59322	0
LNY	medium_airport	Lanai Airport	US	Lanai City	20.7856006622	-156.9510040283	3102	0
LNZ	medium_airport	Linz Airport	AT	Linz	48.2332000732	14.1875	181162	0
LOK	medium_airport	Lodwar Airport	KE	Lodwar	3.1219699383	35.6086997986	20219	0
LOO	medium_airport	Laghouat Airport	DZ	Laghouat	33.7644004822	2.9283399582	113872	0
LOP	medium_airport	Bandara International Lombok Airport	ID	Mataram	-8.757322	116.276675	318674	0
LOS	large_airport	Murtala Muhammed International Airport	NG	Lagos	6.5773701668	3.321160078	9000000	0
LPA	large_airport	Gran Canaria Airport	ES	Las Palmas de Gran Canaria	27.9319000244	-15.3865995407	381847	0
LPG	medium_airport	La Plata Airport	AR	La Plata	-34.9722	-57.8947	694167	0
LPI	medium_airport	Linköping City Airport	SE	Linköping	58.4062004089	15.6805000305	96732	0
LPK	medium_airport	Lipetsk Airport	RU	Lipetsk	52.7028007507	39.5377998352	515655	0
LPL	large_airport	Liverpool John Lennon Airport	GB	Liverpool	53.3335990906	-2.8497200012	468945	0
LPP	medium_airport	Lappeenranta Airport	FI	Lappeenranta	61.0446014404	28.1443996429	59276	0
LPX	medium_airport	Liepāja International Airport	LV	Liepāja	56.5175018311	21.0969009399	85132	0
LRH	medium_airport	La Rochelle-Île de Ré Airport	FR	La Rochelle/Île de Ré	46.1791992188	-1.1952799559	76810	3
LRL	medium_airport	Niamtougou International Airport	TG	Niamtougou	9.7673301697	1.0912499428	23261	0
LRM	medium_airport	Casa De Campo International Airport	DO	La Romana	18.4507007599	-68.9117965698	208437	0
LRT	medium_airport	Lorient South Brittany (Bretagne Sud) Airport	FR	Lorient/Lann/Bihoué	47.7606010437	-3.4400000572	58112	3
LRU	medium_airport	Las Cruces International Airport	US	Las Cruces	32.2893981934	-106.9219970703	97618	0
LSC	medium_airport	La Florida Airport	CL	La Serena-Coquimbo	-29.9162006378	-71.1995010376	161317	3
LSE	medium_airport	La Crosse Municipal Airport	US	La Crosse	43.87900162	-91.25669861	51320	0
LSH	medium_airport	Lashio Airport	MM	Lashio	22.9778995514	97.7521972656	131016	0
LSI	medium_airport	Sumburgh Airport	GB	Lerwick	59.8788986206	-1.2955600023	6594	0
LST	medium_airport	Launceston Airport	AU	Launceston	-41.54529953	147.214004517	106153	0
LSY	medium_airport	Lismore Airport	AU	Lismore	-28.8302993774	153.259994507	30086	0
LTD	medium_airport	Ghadames East Airport	LY	Ghadames	30.1516990662	9.7153100967	7000	0
LTI	medium_airport	Altai Airport	MN	Altai	46.3763999939	96.2210998535	15800	0
LTK	large_airport	Bassel Al-Assad International Airport	SY	Latakia	35.4011001587	35.9486999512	340181	0
LTM	medium_airport	Lethem Airport	GY	Lethem	3.3727600574	-59.7893981934	716	0
LTO	medium_airport	Loreto International Airport	MX	Loreto	25.989200592	-111.3479995728	19779	2
LTQ	medium_airport	Le Touquet-Côte d'Opale Airport	FR	Le Touquet-Paris-Plage	50.5173988342	1.6205899715	5696	0
LTU	medium_airport	Murod Kond Airport	IN	Latur	18.4115009308	76.4646987915	348967	0
LTX	large_airport	Cotopaxi International Airport	EC	Latacunga	-0.906832993	-78.6157989502	51717	0
LUG	medium_airport	Lugano Airport	CH	Lugano	46.0042991638	8.9105796814	26365	0
LUK	medium_airport	Cincinnati Municipal Airport Lunken Field	US	Cincinnati	39.10329819	-84.41860199	296943	0
LUM	medium_airport	Mangshi Airport	CN	Luxi	24.4011001587	98.5317001343	91750	2
LUN	medium_airport	Lusaka International Airport	ZM	Lusaka	-15.3308000565	28.4526004791	1267440	0
LUO	medium_airport	Luena Airport	AO	Luena	-11.7680997849	19.8976993561	21115	0
LUQ	medium_airport	Brigadier Mayor D Cesar Raul Ojeda Airport	AR	San Luis	-33.2732009888	-66.3563995361	183982	0
LUX	large_airport	Luxembourg-Findel International Airport	LU	Luxembourg	49.6265983582	6.211520195	76684	0
LVA	medium_airport	Laval-Entrammes Airport	FR	Laval/Entrammes	48.0313987732	-0.7429860234	1951	3
LVI	medium_airport	Livingstone Airport	ZM	Livingstone	-17.8218002319	25.8227005005	109203	0
LWB	medium_airport	Greenbrier Valley Airport	US	Lewisburg	37.8582992554	-80.3994979858	3830	0
LWN	medium_airport	Gyumri Shirak Airport	AM	Gyumri	40.7504005432	43.8592987061	148381	0
LWO	medium_airport	Lviv International Airport	UA	Lviv	49.8125	23.9561004639	717803	0
LWR	medium_airport	Leeuwarden Air Base	NL	Leeuwarden	53.2285995483	5.7605600357	91424	0
LWS	medium_airport	Lewiston Nez Perce County Airport	US	Lewiston	46.3745002747	-117.0149993896	31894	0
LWT	medium_airport	Lewistown Municipal Airport	US	Lewistown	47.0493011475	-109.4670028687	5901	0
LXA	medium_airport	Lhasa Gonggar Airport	CN	Lhasa	29.2978000641	90.9119033813	118721	0
LXR	medium_airport	Luxor International Airport	EG	Luxor	25.670999527	32.7066001892	422407	0
LYE	medium_airport	RAF Lyneham	GB	Lyneham	51.5051002502	-1.9934300184	5437	0
LYH	medium_airport	Lynchburg Regional Preston Glenn Field	US	Lynchburg	37.3266983032	-79.2004013062	75568	0
LYN	medium_airport	Lyon-Bron Airport	FR	Lyon/Bron	45.7271995544	4.944270134	37825	3
LYP	medium_airport	Faisalabad International Airport	PK	Faisalabad	31.3649997711	72.9947967529	2506595	0
LYS	medium_airport	Lyon Saint-Exupéry Airport	FR	Lyon	45.726398468	5.0908298492	472317	0
LZC	medium_airport	Lázaro Cárdenas Airport	MX	Lázaro Cárdenas	18.0016994476	-102.221000671	84001	2
MAA	large_airport	Chennai International Airport	IN	Chennai	12.9900054932	80.1692962646	4328063	0
MAB	medium_airport	João Correa da Rocha Airport	BR	Marabá	-5.3685898781	-49.1380004883	145860	0
MAD	large_airport	Madrid Barajas International Airport	ES	Madrid	40.4936	-3.56676	3255944	0
MAF	medium_airport	Midland International Airport	US	Midland	31.9424991608	-102.202003479	111147	0
MAG	medium_airport	Madang Airport	PG	Madang	-5.2070798874	145.789001465	27419	0
MAI	medium_airport	Mangochi Airport	MW	Mangochi	-14.4829998016	35.266998291	40236	0
MAK	medium_airport	Malakal Airport	SS	Malakal	9.5589704514	31.6522006989	160765	0
MAM	medium_airport	General Servando Canales International Airport	MX	Matamoros	25.7698993683	-97.5252990723	104024	0
MAN	large_airport	Manchester Airport	GB	Manchester	53.3536987305	-2.2749500275	395515	0
MAO	medium_airport	Eduardo Gomes International Airport	BR	Manaus	-3.0386099815	-60.0497016907	1598210	0
MAR	medium_airport	La Chinita International Airport	VE	Maracaibo	10.5582084656	-71.7278594971	2225000	0
MAX	medium_airport	Ouro Sogui Airport	SN	Matam	15.5936002731	-13.3227996826	15306	0
MAZ	medium_airport	Eugenio Maria De Hostos Airport	PR	Mayaguez	18.2556991577	-67.1484985352	78647	0
MBA	large_airport	Mombasa Moi International Airport	KE	Mombasa	-4.0348300934	39.5942001343	799668	0
MBD	medium_airport	Mmabatho International Airport	ZA	Mafeking	-25.7984008789	25.5480003357	14000	0
MBE	medium_airport	Monbetsu Airport	JP	Monbetsu	44.3039016724	143.404006958	26895	0
MBJ	medium_airport	Sangster International Airport	JM	Montego Bay	18.5037002563	-77.9133987427	82867	0
MBS	large_airport	MBS International Airport	US	Saginaw	43.5329017639	-84.0795974731	51508	0
MBT	medium_airport	Moises R. Espinosa Airport	PH	Masbate	12.3694000244	123.628997803	47490	0
MCE	medium_airport	Merced Regional Macready Field	US	Merced	37.28469849	-120.5139999	78958	0
MCH	medium_airport	General Manuel Serrano Airport	EC	Machala	-3.2688999176	-79.9616012573	198123	0
MCI	large_airport	Kansas City International Airport	US	Kansas City	39.2975997925	-94.7138977051	459787	0
MCJ	medium_airport	Jorge Isaac Airport	CO	La Mina-Maicao	11.2325	-72.4901	130348	3
MCN	medium_airport	Middle Georgia Regional Airport	US	Macon	32.6927986145	-83.6492004395	91351	0
MCO	large_airport	Orlando International Airport	US	Orlando	28.4293994904	-81.3089981079	238300	0
MCP	medium_airport	Alberto Alcolumbre Airport	BR	Macapá	0.0506640002	-51.0722007751	338936	0
MCS	medium_airport	Monte Caseros Airport	AR	Monte Caseros	-30.2719	-57.6402	24671	0
MCT	large_airport	Muscat International Airport	OM	Muscat	23.5932998657	58.2844009399	797000	0
MCU	medium_airport	Montluçon-Guéret Airport	FR	Montluçon/Guéret	46.2225990295	2.3639600277	15853	3
MCW	medium_airport	Mason City Municipal Airport	US	Mason City	43.1577987671	-93.3312988281	28079	0
MCX	medium_airport	Uytash Airport	RU	Makhachkala	42.8167991638	47.6523017883	497959	0
MCZ	medium_airport	Zumbi dos Palmares Airport	BR	Maceió	-9.5108098984	-35.7916984558	954991	0
MDC	medium_airport	Sam Ratulangi Airport	ID	Manado-Celebes Island	1.5492600203	124.9260025024	451893	3
MDE	medium_airport	Jose Maria Córdova International Airport	CO	Rionegro	6.16454	-75.4231	62291	0
MDG	medium_airport	Mudanjiang Hailang International Airport	CN	Mudanjiang	44.5241012573	129.569000244	665915	0
MDH	medium_airport	Southern Illinois Airport	US	Carbondale/Murphysboro	37.7780990601	-89.2519989014	7970	3
MDI	medium_airport	Makurdi Airport	NG	Makurdi	7.7038798332	8.613940239	292645	0
MDK	medium_airport	Mbandaka Airport	CD	Mbandaka	0.0226000007	18.2887001038	184185	0
MDL	large_airport	Mandalay International Airport	MM	Mandalay	21.7021999359	95.977897644	1208099	0
MDQ	medium_airport	Ástor Piazzola International Airport	AR	Mar del Plata	-37.9342	-57.5733	553935	0
MDT	medium_airport	Harrisburg International Airport	US	Harrisburg	40.1935005188	-76.7633972168	49528	0
MDZ	medium_airport	El Plumerillo Airport	AR	Mendoza	-32.8316993713	-68.7929000854	876884	0
MEA	medium_airport	Macaé Airport	BR	Macaé	-22.343000412	-41.7659988403	143029	0
MEC	medium_airport	Eloy Alfaro International Airport	EC	Manta	-0.9460780025	-80.6788024902	183166	0
MED	large_airport	Prince Mohammad Bin Abdulaziz Airport	SA	Medina	24.5534000397	39.7051010132	1300000	0
MEG	medium_airport	Malanje Airport	AO	Malanje	-9.5250902176	16.3124008179	87046	0
MEH	medium_airport	Mehamn Airport	NO	Mehamn	71.0297012329	27.8267002106	742	0
MEI	medium_airport	Key Field	US	Meridian	32.3325996399	-88.7518997192	41148	0
MEK	medium_airport	Bassatine Airport	MA	Meknes	33.8791007996	-5.5151200294	545705	0
MEL	large_airport	Melbourne International Airport	AU	Melbourne	-37.6733016968	144.8430023193	4246375	0
MEM	large_airport	Memphis International Airport	US	Memphis	35.0424003601	-89.9766998291	646889	0
MEN	medium_airport	Mende-Brenoux Airport	FR	Mende/Brénoux	44.5021018982	3.5328199863	14837	3
MEU	medium_airport	Monte Dourado Airport	BR	Almeirim	-0.8898389935	-52.6021995544	20464	0
MEX	large_airport	Licenciado Benito Juarez International Airport	MX	Mexico City	19.4363002777	-99.0720977783	12294193	0
MFG	medium_airport	Muzaffarabad Airport	PK	Muzaffarabad	34.3390007019	73.5085983276	725000	0
MFM	large_airport	Macau International Airport	MO	Macau	22.1495990753	113.5920028687	520400	0
MFQ	medium_airport	Maradi Airport	NE	Maradi	13.5024995804	7.1267499924	163487	0
MFR	medium_airport	Rogue Valley International Medford Airport	US	Medford	42.3741989136	-122.8730010986	74907	0
MGA	medium_airport	Augusto C. Sandino (Managua) International Airport	NI	Managua	12.141500473	-86.1681976318	973087	0
MGH	medium_airport	Margate Airport	ZA	Margate	-30.8574008942	30.343000412	34407	0
MGL	medium_airport	Mönchengladbach Airport	DE	Mönchengladbach	51.2302780151	6.5044441223	261742	0
MGM	large_airport	Montgomery Regional (Dannelly Field) Airport	US	Montgomery	32.30059814	-86.39399719	205764	0
MGN	medium_airport	Baracoa Airport	CO	Magangué	9.28474	-74.8461	100313	0
MGQ	medium_airport	Aden Adde International Airport	SO	Mogadishu	2.0144400597	45.3046989441	2587183	0
MGW	medium_airport	Morgantown Municipal Walter L. Bill Hart Field	US	Morgantown	39.64289856	-79.91629791	29660	0
MHD	large_airport	Mashhad International Airport	IR	Mashhad	36.2351989746	59.6409988403	2307177	0
MHG	medium_airport	Mannheim-City Airport	DE	Mannheim	49.4730567932	8.514166832	307960	0
MHH	medium_airport	Marsh Harbour International Airport	BS	Marsh Harbour	26.5114002228	-77.0835037231	5314	0
MHK	medium_airport	Manhattan Regional Airport	US	Manhattan	39.1409988403	-96.6707992554	52281	0
MHT	large_airport	Manchester Airport	US	Manchester	42.932598114	-71.4356994629	109565	0
MIA	large_airport	Miami International Airport	US	Miami	25.7931995392	-80.2906036377	399457	0
MID	medium_airport	Licenciado Manuel Crescencio Rejon Int Airport	MX	Mérida	20.9370002747	-89.657699585	717175	2
MIE	medium_airport	Delaware County Johnson Field	US	Muncie	40.2422981262	-85.3958969116	70085	0
MIG	medium_airport	Mianyang Airport	CN	Mianyang	31.4281005859	104.7409973145	264136	0
MII	medium_airport	Marília Airport	BR	Marília	-22.1968994141	-49.926399231	212218	0
MIM	medium_airport	Merimbula Airport	AU	Merimbula	-36.9085998535	149.901000977	6367	0
MIP	medium_airport	Ramon Air Base	IL	Beersheba	30.7761001587	34.6666984558	186600	0
MIR	medium_airport	Monastir Habib Bourguiba International Airport	TN	Monastir	35.7580986023	10.754699707	71546	0
MIU	medium_airport	Maiduguri International Airport	NG	Maiduguri	11.8552999496	13.0809001923	1112449	0
MJF	medium_airport	Mosjøen Airport Kjærstad	NO	Mosjoen	65.783996582	13.2149000168	9636	0
MJI	medium_airport	Mitiga Airport	LY	Tripoli	32.8941001892	13.2760000229	1150989	0
MJL	medium_airport	Mouilla Ville Airport	GA	Mouila	-1.8451399803	11.0566997528	22469	0
MJT	medium_airport	Mytilene International Airport	GR	Mytilene	39.0567016602	26.5983009338	28322	0
